#ReaxFF data file

877  atoms
5  atom types

0  10.990  xlo xhi
0  60.445  ylo yhi
0  60.445  zlo zhi

Masses

1 12.0107 # C
2 1.00794 # H
3 14.0067 # N
4 15.9994 # O
5 28.0855 # Si

Atoms

   1       5       0     0.315499   0.022132  -0.136636
   2       5       0     0.311929   2.975645   2.366926
   3       5       0     2.958687   2.768802   -0.36507
   4       5       0     3.194756   0.324697   2.768577
   5       5       0     4.628842   1.776926   4.127643
   6       5       0     1.735316   1.442068   1.198516
   7       5       0     4.253247   4.223687   1.028139
   8       5       0     0.485212   60.822151  5.591058
   9       5       0     5.985691   3.343748   8.434637
   10      5       0     2.979757   3.128949   5.363947
   11      5       0      3.17302   60.87257   8.456587
   12      5       0      4.5151    1.910941   9.835572
   13      5       0      1.82529   1.807236   7.022514
   14      5       0     0.359299   60.906898 11.253674
   15      5       0     5.880731    3.22154  14.275703
   16      5       0     3.180837   3.341709  11.361969
   17      5       0     3.059725   60.805335 14.065886
   18      5       0     4.405678   1.715737  15.577435
   19      5       0     1.708555    1.85991  12.706053
   20      5       0     0.286987   60.699506 16.943627
   21      5       0     5.766339   2.719985   20.16257
   22      5       0      3.19725   3.103018  17.263311
   23      5       0     3.010635   60.293875 19.659605
   24      5       0     4.366199   1.007582  21.280761
   25      5       0      1.6697    1.557413  18.502994
   26      5       0     0.147455   59.935388 22.437742
   27      5       0     4.865202   2.243158  25.445553
   28      5       0     2.858002   2.006815  22.957705
   29      5       0     2.893705   59.466662  25.08351
   30      5       0      3.98926    0.31802  26.777277
   31      5       0     1.267596    0.62909  24.233535
   32      5       0     0.359391   59.327679 27.632672
   33      5       0     1.201965   2.113002  29.748164
   34      5       0     5.367225   4.387707  27.935034
   35      5       0     3.310728   59.427487 30.150884
   36      5       0     4.892926   0.628714  30.972267
   37      5       0     2.185818   0.242058  28.463506
   38      5       0     6.004709   59.938029 32.749299
   39      5       0     0.152492   3.288306  34.322927
   40      5       0     3.335207   2.165586   32.10825
   41      5       0     3.176262   0.304608  35.372021
   42      5       0      4.54929   2.097085  36.339012
   43      5       0     1.693415   1.288354  33.734352
   44      5       0      5.91385   0.906956  38.021162
   45      5       0     0.325752   3.907543  40.666961
   46      5       0     3.168668   3.729666   37.65878
   47      5       0     3.141085   1.083267  40.928224
   48      5       0     4.622344   2.427026  42.350529
   49      5       0     1.823508   2.417619  39.336873
   50      5       0     5.906367    0.92548  43.794353
   51      5       0     0.297694    3.5265   46.655855
   52      5       0     3.136479   3.782291  43.796817
   53      5       0     3.133545   0.631696  46.598886
   54      5       0     4.574452   1.903284  48.088783
   55      5       0     1.864841   2.222473  45.267794
   56      5       0     5.842128   0.290452  49.387213
   57      5       0      0.41965   2.755553  52.543219
   58      5       0     3.040244   3.220066  49.483994
   59      5       0     3.059934   -0.071711 52.071396
   60      5       0     4.450346    1.12155  53.611913
   61      5       0     1.769229   1.602355  50.854676
   62      5       0     5.864118   -0.327797  54.86389
